python-configobj 5.0.9-6
python-cryptography 48.0.1-1
python-dateparser 1.4.0-1
python-dateutil 2.9.0-8
python-dbus 1.4.0-2
python-deprecation 2.1.0-12
python-dill 0.4.1-1
python-distro 1.9.0-4
python-docopt 0.6.2-15
python-docutils 1:0.22.4-1
python-ebooklib 0.20-1
python-ecdsa 0.19.2-1
python-emoji 2.15.0-2
python-eyed3 0.9.9-1
python-factory-boy 3.3.3-2
python-faker 40.23.0-1
python-fastjsonschema 2.21.2-2
python-filelock 3.29.3-1
python-filetype 1.2.0-7
python-fluidity 0.2.1-8
python-gobject 3.56.3-1
python-google-api-core 2.19.2-1
python-google-api-python-client 2.142.0-1
python-google-auth 2.53.0-1
python-google-auth-httplib2 0.4.0-1
python-google-auth-oauthlib 1.4.0-1
python-googleapis-common-protos 1.75.0-2
python-httplib2 0.31.2-1
python-i3ipc 2.2.1-9
python-idna 3.18-1
python-imageio 2.37.3-1
python-imageio-ffmpeg 0.6.0-2
python-importlib-metadata 9.0.0-1
python-iniconfig 2.3.0-1
python-installer 1.0.0-1
python-intelhex 2.3.0-9
python-invoke 3.0.3-1
python-isort 9.0.0a3-1
python-jaraco.classes 3.4.0-3
python-jaraco.collections 5.1.0-3
python-jaraco.context 6.1.2-1
python-jaraco.functools 4.1.0-3
python-jaraco.text 4.0.0-4
python-jedi 0.19.2-4
python-jeepney 0.9.0-3
python-jinja 1:3.1.6-3
python-josepy 2.2.0-2
python-jxlpy 0.9.5-5
python-keyring 25.7.0-3
python-keyutils 0.6-12
python-lark-parser 1.3.1-2
python-lexicon 3.0.0-2
python-librt 0.11.0-1
python-lxml 6.1.1-1
python-magic 1:0.4.27-6
python-mako 1.3.12-1
python-markdown 3.10.2-1
python-markdown-it-py 4.0.0-2
python-markupsafe 3.0.3-1
python-mccabe 0.7.0-9
python-mdurl 0.1.2-9
python-minny 0.1.0a1_r20.2dcfefa-1
python-more-itertools 11.1.0-1
python-mypy_extensions 1.1.0-2
python-natsort 8.4.0-4
python-numpy 2.4.6-1
python-oauth2client 4.1.3-12
python-oauthlib 3.3.1-2
python-opengl 3.1.10-3
python-orjson 3.11.9-1
python-packaging 26.2-1
python-paramiko 4.0.0-2
python-parsedatetime 2.6-11
python-parso 1:0.8.6-1
python-pathspec 1.1.1-1
python-piexif 1.1.3-11
python-pillow 12.2.0-1
python-pip 26.1.2-1
python-pkg_resources 81.0.0-1
python-platformdirs 4.10.0-1
python-pluggy 1.6.0-3
python-poetry-core 2.4.1-1
python-protobuf 35.0-2
python-ptyprocess 0.7.0-9
python-pyasn1 0.6.3-1
python-pyasn1-modules 0.4.2-2
python-pycparser 3.00-1
python-pycups 2.0.4-4
python-pydantic 2.13.4-1
python-pydantic-core 3:2.46.4-1
python-pygments 2.20.0-1
python-pyjwt 2.13.0-1
python-pylint 4.0.5-1
python-pynacl 1.6.2-1
python-pyopenssl 26.2.0-1
python-pyparsing 3.3.2-1
python-pypdf 6.13.2-1
python-pyproject-hooks 1.2.0-6
python-pyrfc3339 2.1.0-1
python-pyserial 3.5-8
python-pytest 1:9.0.3-1
python-pytz 2026.1-1
python-pywalfox 2.7.4-1
python-pyxdg 0.28-7
python-rarfile 4.2-4
python-reedsolo 1.7.0-5
python-regex 2026.5.9-1
python-requests 2.34.2-1
python-requests-oauthlib 2.0.0-1
python-rich 15.0.0-1
python-rich-click 1.9.7-1
python-rsa 4.9.1-2
python-ruff 0.15.17-1
python-screeninfo 0.8.1-2
python-secretstorage 3.5.0-1
python-send2trash 1.8.3-3
python-setuptools 1:82.0.1-1
python-setuptools-scm 10.0.5-1
python-shtab 1.8.0-2
python-six 1.17.0-3
python-soupsieve 2.8.4-1
python-standard-cgi 3.13.0-4
python-syrupy 5.3.2-1
python-termcolor 3.3.0-1
python-tomlkit 0.15.0-1
python-tqdm 4.68.2-1
python-truststore 0.10.4-3
python-types-pyserial 3.5.0.20260519-1
python-typing-inspection 0.4.2-2
python-typing_extensions 4.15.0-3
python-tzlocal 1:5.3.1-2
python-unidecode 1.4.0-3
python-uritemplate 4.2.0-2
python-urllib3 2.7.0-1
python-uv 0.11.21-1
python-uv-build 0.11.21-1
python-vcs-versioning 1.1.1-1
python-wheel 0.47.0-1
python-xlib 0.33-6
python-yaml 6.0.3-2
python-zipp 3.21.0-4
qbittorrent 5.2.2-1
qca-qt6 2.3.10-7
qpdf 12.3.2-2
qrcodegencpp-cmake 1.8.0-4
qrencode 4.1.1-4
qt5-base 5.15.19+kde+r96-1
qt5-declarative 5.15.19+kde+r23-1
qt5-svg 5.15.19+kde+r5-1
qt5-translations 5.15.19-1
qt5-wayland 5.15.19+kde+r55-1
qt5-x11extras 5.15.19-1
qt6-5compat 6.11.1-1
qt6-base 6.11.1-1
qt6-charts 6.11.1-1
qt6-declarative 6.11.1-3
qt6-multimedia 6.11.1-1
qt6-multimedia-ffmpeg 6.11.1-1
qt6-positioning 6.11.1-1
qt6-shadertools 6.11.1-1
qt6-speech 6.11.1-1
qt6-svg 6.11.1-1
qt6-tools 6.11.1-3
qt6-translations 6.11.1-1
qt6-virtualkeyboard 6.11.1-1
qt6-wayland 6.11.1-1
qt6-webchannel 6.11.1-1
qt6-webengine 6.11.1-3
qt6ct 0.11-7
quazip-qt6 1.7.1-1
quickshell 0.3.0-2
raptor 2.0.16-9
rasqal 1:0.9.33-9
rav1e 0.8.1-2
re2 2:2025.11.05-5
readline 8.3.003-1
redland 1:1.0.17-10
renderdoc 1.44-1
resvg 0.47.0-2
rhash 1.4.6-1
ripgrep 15.1.0-4
ripgrep-all 0.10.10-1
rmatrix-bin 2.0.3-1
rnnoise 1:0.2-1
robin-map 1.4.1-1
rofi 2.0.0-1
rsync 3.4.4-1
rtkit 0.14-1
rubberband 4.0.0-2
ruff 0.15.17-1
runc 1.4.3-1
rustup 1.29.0-2
sane 1.4.0-4
sane-airscan 0.99.37-1
sassc 3.6.2-5
sbc 2.2-1
scdoc 1.11.4-1
sdbus-cpp 2.3.1-1
sdl2-compat 2.32.70-1
sdl3 3.4.10-1
seatd 0.9.3-1
sed 4.10-1
semver 7.8.2-1
serd 0.32.10-1
sfml 3.1.0-1
shaderc 2026.2-1
shadow 4.19.4.arch1-1
shared-mime-info 2.4-3
shiboken6 6.11.1-1
simde 0.8.2-1
simdjson 1:4.6.4-1
simple-scan 50.0-1
slang 2.3.3-4
slurp 1.5.0-2
smartmontools 7.5-1
smbclient 2:4.24.3-1
snappy 1.2.2-3
sndio 1.10.0-1
sof-firmware 2025.12.2-1
solid 6.27.0-1
sonivox 4.0.1-1
sonnet 6.27.0-1
sord 0.16.22-1
sound-theme-freedesktop 0.8-6
source-highlight 3.1.9-18
spandsp 0.0.6-7
spdlog 1.17.0-2
speex 1.2.1-2
speexdsp 1.2.1-2
spirv-tools 1:1.4.350.0-1
spotify-edge 1.2.86.502-1
sqlite 3.53.2-1
squashfs-tools 4.7.5-1
sratom 0.6.22-1
srt 1.5.5-1
sshpass 1.10-2
starship 1.25.1-1
startup-notification 0.12-9
sudo 1.9.17.p2-2
suitesparse 7.12.2-2
svt-av1 4.1.0-1
swappy 1.8.0-1
swaync 0.12.6-1
syndication 6.27.0-1
syntax-highlighting 6.27.0-1
system-config-printer 1.5.18-6
systemd 260.2-2
systemd-libs 260.2-2
systemd-sysvcompat 260.2-2
taglib 2.3-1
talloc 2.4.4-1
tar 1.35-2
tcl 8.6.16-1
tdb 1.4.15-1
tesseract 5.5.2-1
tesseract-data-afr 2:4.1.0-5
tesseract-data-eng 2:4.1.0-5
tesseract-data-osd 2:4.1.0-5
tevent 1:0.17.1-2
texinfo 7.3-1
thin-provisioning-tools 1.3.2-1
thonny 5.0.0-1
tinysparql 3.11.1-1
tk 8.6.16-1
tldr 3.4.4-1
tmux 3.6_b-2
tomlplusplus 3.4.0-2
totem-pl-parser 3.26.7-1
tpm2-tss 4.1.3-1
transmission-cli 4.1.1-1
transmission-gtk 4.1.1-1
tree 2.3.2-1
tree-sitter 0.26.9-1
tree-sitter-c 0.24.1-2
tree-sitter-lua 0.5.0-3
tree-sitter-markdown 0.5.3-2
tree-sitter-query 0.8.0-2
tree-sitter-vim 0.8.1-3
tree-sitter-vimdoc 4.1.0-2
tslib 1.24-1
ttf-0xproto-nerd 3.4.0-2
ttf-3270-nerd 3.4.0-2
ttf-adwaitamono-nerd 3.4.0-2
ttf-agave-nerd 3.4.0-2
ttf-anonymouspro-nerd 3.4.0-2
ttf-arimo-nerd 3.4.0-2
ttf-bigblueterminal-nerd 3.4.0-2
ttf-bitstream-vera-mono-nerd 3.4.0-2
ttf-cascadia-code-nerd 3.4.0-2
ttf-cascadia-mono-nerd 3.4.0-2
ttf-cousine-nerd 3.4.0-2
ttf-d2coding-nerd 3.4.0-2
ttf-daddytime-mono-nerd 3.4.0-2
ttf-dejavu 2.37+18+g9b5d1b2f-8
ttf-dejavu-nerd 3.4.0-2
ttf-envycoder-nerd 3.4.0-2
ttf-fantasque-nerd 3.4.0-2
ttf-firacode-nerd 3.4.0-2
ttf-go-nerd 3.4.0-2
ttf-gohu-nerd 3.4.0-2
ttf-hack-nerd 3.4.0-2
ttf-heavydata-nerd 3.4.0-2
ttf-iawriter-nerd 3.4.0-2
ttf-ibmplex-mono-nerd 3.4.0-2
ttf-inconsolata-go-nerd 3.4.0-2
ttf-inconsolata-lgc-nerd 3.4.0-2
ttf-inconsolata-nerd 3.4.0-2
ttf-intone-nerd 3.4.0-2
ttf-iosevka-nerd 3.4.0-2
ttf-iosevkaterm-nerd 3.4.0-2
ttf-iosevkatermslab-nerd 3.4.0-2
ttf-jetbrains-mono-nerd 3.4.0-2
ttf-lekton-nerd 3.4.0-2
ttf-liberation 2.1.5-2
ttf-liberation-mono-nerd 3.4.0-2
ttf-lilex-nerd 3.4.0-2
ttf-martian-mono-nerd 3.4.0-2
ttf-meslo-nerd 3.4.0-2
ttf-monofur-nerd 3.4.0-2
ttf-monoid-nerd 3.4.0-2
ttf-mononoki-nerd 3.4.0-2
ttf-mplus-nerd 3.4.0-2
ttf-nerd-fonts-symbols 3.4.0-1
ttf-nerd-fonts-symbols-common 3.4.0-1
ttf-nerd-fonts-symbols-mono 3.4.0-1
ttf-noto-nerd 3.4.0-2
ttf-profont-nerd 3.4.0-2
ttf-proggyclean-nerd 3.4.0-2
ttf-recursive-nerd 3.4.0-2
ttf-roboto-mono-nerd 3.4.0-2
ttf-sharetech-mono-nerd 3.4.0-2
ttf-sourcecodepro-nerd 3.4.0-2
ttf-space-mono-nerd 3.4.0-2
ttf-terminus-nerd 3.4.0-2
ttf-tinos-nerd 3.4.0-2
ttf-ubuntu-font-family 1:0.83-2
ttf-ubuntu-mono-nerd 3.4.0-2
ttf-ubuntu-nerd 3.4.0-2
ttf-victor-mono-nerd 3.4.0-2
ttf-zed-mono-nerd 3.4.0-2
tty-clock 2.3-2
tumbler 4.20.1-1
turso-cli 1.0.26-1
tuxedo-git 2026.6.2.r32.g2bc1100-1
twolame 0.4.0-4
ty 0.0.49-1
tzdata 2026b-1
uchardet 0.0.8-4
udiskie 2.6.2-1
udisks2 2.11.1-2
ufw 0.36.2-7
unibilium 2.1.2-1
unzip 6.0-23
upower 1.91.2-1
usd 26.05-3
uthash 2.3.0-3
util-linux 2.42.1-1
util-linux-libs 2.42.1-1
uv 0.11.21-1
uwsm 0.26.5-1
v4l-utils 1.32.0-2
vapoursynth 76-1
vid.stab 1.1.1-2
vim 9.2.0653-1
vim-runtime 9.2.0653-1
visual-studio-code-bin 1.124.2-1
vlc 3.0.23_2-7
vlc-cli 3.0.23_2-7
vlc-gui-qt 3.0.23_2-7
vlc-plugin-a52dec 3.0.23_2-7
vlc-plugin-alsa 3.0.23_2-7
vlc-plugin-archive 3.0.23_2-7
vlc-plugin-dav1d 3.0.23_2-7
vlc-plugin-dbus 3.0.23_2-7
vlc-plugin-dbus-screensaver 3.0.23_2-7
vlc-plugin-faad2 3.0.23_2-7
vlc-plugin-flac 3.0.23_2-7
vlc-plugin-gnutls 3.0.23_2-7
vlc-plugin-inflate 3.0.23_2-7
vlc-plugin-journal 3.0.23_2-7
vlc-plugin-jpeg 3.0.23_2-7
vlc-plugin-lua 3.0.23_2-7
vlc-plugin-matroska 3.0.23_2-7
vlc-plugin-mpg123 3.0.23_2-7
vlc-plugin-ogg 3.0.23_2-7
vlc-plugin-opus 3.0.23_2-7
vlc-plugin-png 3.0.23_2-7
vlc-plugin-pulse 3.0.23_2-7
vlc-plugin-shout 3.0.23_2-7
vlc-plugin-speex 3.0.23_2-7
vlc-plugin-tag 3.0.23_2-7
vlc-plugin-theora 3.0.23_2-7
vlc-plugin-twolame 3.0.23_2-7
vlc-plugin-vorbis 3.0.23_2-7
vlc-plugin-vpx 3.0.23_2-7
vlc-plugin-xml 3.0.23_2-7
vlc-plugins-base 3.0.23_2-7
vlc-plugins-video-output 3.0.23_2-7
vmaf 3.1.0-1
vmpk 0.9.2-1
volume_key 0.3.12-12
vulkan-headers 1:1.4.350.0-1
vulkan-icd-loader 1.4.350.0-1
vulkan-intel 1:26.1.2-2
vulkan-mesa-implicit-layers 1:26.1.2-2
vulkan-nouveau 1:26.1.2-2
vulkan-radeon 1:26.1.2-2
vulkan-tools 1.4.350.0-1
vulkan-utility-libraries 1.4.350.0-1
warp-terminal v0.2026.06.10.09.27.stable_01-1
wasi-compiler-rt 22.1.0-2
wasi-libc 1:0+592+161b3195-1
wasi-libc++ 22.1.0-1
wasi-libc++abi 22.1.0-1
waveterm-bin 0.14.5-2
waybar 0.15.0-2
wayland 1.25.0-1
wayland-protocols 1.49-1
waypaper-git 2.8.r51.gf2d2fa0-1
webkitgtk-6.0 2.52.4-1
webrtc-audio-processing-1 1.3-5
wev 1.1.0-1
wf-recorder 0.6.0-1
wget 1.25.0-5
which 2.25-1
wireless_tools 30.pre9-5
wireplumber 0.5.14-1
wl-clipboard 1:2.3.0-1
wlogout 1.2.2-0
woff2 1.0.2-6
wofi 1.5.3-1
wpa_supplicant 2:2.11-5
wshowkeys-git r6.308fc9f-1
wtype 0.4-2
x264 3:0.165.r3222.b35605a-2
x265 4.1-1
xcb-imdkit 1.0.9-1
xcb-proto 1.17.0-4
xcb-util 0.4.1-2
xcb-util-cursor 0.1.6-1
xcb-util-errors 1.0.1-2
xcb-util-image 0.4.1-3
xcb-util-keysyms 0.4.1-5
xcb-util-renderutil 0.3.10-2
xcb-util-wm 0.4.2-2
xclip 0.13-6
xcur2png 0.7.1-9
xdg-dbus-proxy 0.1.7-1
xdg-desktop-portal 1.22.0-1
xdg-desktop-portal-gtk 1.15.3-1
xdg-desktop-portal-hyprland 1.3.12-2
xdg-user-dirs 0.20-1
xdg-user-dirs-gtk 0.16-1
xdg-utils 1.2.1-2
xf86-input-libinput 1.5.0-1
xf86-video-amdgpu 25.0.0-1
xf86-video-ati 1:22.0.0-3
xf86-video-nouveau 1.0.18-1
xkeyboard-config 2.47-1
xmlsec 1.3.11-1
xorg-fonts-encodings 1.1.0-2
xorg-server 21.1.23-1
xorg-server-common 21.1.23-1
xorg-server-xvfb 21.1.23-1
xorg-setxkbmap 1.3.5-1
xorg-xauth 1.1.5-1
xorg-xinit 1.4.4-1
xorg-xkbcomp 1.5.0-1
xorg-xmodmap 1.0.11-2
xorg-xprop 1.2.8-1
xorg-xrandr 1.5.4-1
xorg-xrdb 1.2.2-2
xorg-xwayland 24.1.12-1
xorgproto 2025.1-1
xvidcore 1.3.7-3
xxhash 0.8.3-1
xz 5.8.3-1
yaml-cpp 0.9.0-1
yasm 1.3.0-9
yazi 26.5.6-4
yyjson 0.12.0-1
zed 1.6.3-1
zenity 4.2.2-1
zeromq 4.3.5-3
zimg 3.0.6-1
zint 2.16.0-2
zip 3.0-13
zix 0.8.2-1
zlib 1:1.3.2-3
zlib-ng 2.3.3-1
zoxide 0.9.9-2
zram-generator 1.2.1-1
zsh 5.9.1-1
zstd 1.5.7-3
zxing-cpp 3.0.2-1
